Review_ID,Review_ID#,Review_IDtoID#,Review_OutofScopeBool,Review_SentenceID,Review_Opinion_Category,Review_Opinion_From,Review_Opinion_Polarity,Review_Opinion_Target,Review_Opinion_To,Review_Text
1340075,68,1340075:3,,353,SERVICE#GENERAL,0,positive,NULL,0,The food is prepared quickly and efficiently.
1340075,68,1340075:4,,354,FOOD#PRICES,0,positive,NULL,0,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1340075,68,1340075:4,,354,FOOD#PRICES,45,positive,congee,51,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1340075,68,1340075:4,,354,FOOD#PRICES,53,positive,noodles,60,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1340075,68,1340075:4,,354,FOOD#PRICES,66,positive,rice dishes,77,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1340075,68,1340075:5,,355,SERVICE#GENERAL,4,positive,takeout,11,The takeout is great too since they give high quality tupperware as well.
1340075,68,1340075:6,,356,RESTAURANT#MISCELLANEOUS,5,positive,place,10,This place is always very crowded and popular.
1341354,69,1341354:0,,357,,,,,,Went here on a friend's reccomendation.
1341354,69,1341354:1,,358,FOOD#QUALITY,20,positive,Caesar Salad,32,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
1341354,69,1341354:1,,358,FOOD#QUALITY,51,positive,arugula and goat cheese,74,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
1341354,69,1341354:2,,359,SERVICE#GENERAL,0,positive,NULL,0,We both opted for a pasta dish and they were served timely and fresh.
1341354,69,1341354:2,,359,FOOD#QUALITY,20,positive,pasta dish,30,We both opted for a pasta dish and they were served timely and fresh.
1341354,69,1341354:3,,360,FOOD#QUALITY,18,positive,tiramisu chocolate cake,41,"We concluded with tiramisu chocolate cake, both were delicious."
1341354,69,1341354:4,,361,RESTAURANT#GENERAL,0,positive,NULL,0,We'd go back again
1347423,70,1347423:0,,362,RESTAURANT#GENERAL,24,positive,restaurant,34,I recently went to this restaurant with some co-workers for lunch and had an amazing time.
1347423,70,1347423:1,,363,SERVICE#GENERAL,4,positive,staff,9,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1347423,70,1347423:1,,363,FOOD#QUALITY,32,positive,food,36,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1347423,70,1347423:1,,363,AMBIENCE#GENERAL,70,positive,place,75,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
1347423,70,1347423:2,,364,SERVICE#GENERAL,29,positive,Manager,36,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
1347423,70,1347423:3,,365,RESTAURANT#PRICES,0,negative,NULL,0,"Yes, the prices are high, but I felt it was worth it."
1347423,70,1347423:3,,365,RESTAURANT#GENERAL,0,positive,NULL,0,"Yes, the prices are high, but I felt it was worth it."
1347423,70,1347423:4,,366,RESTAURANT#GENERAL,0,positive,NULL,0,We all felt it was worth it.
1349391,71,1349391:0,,367,FOOD#QUALITY,21,positive,food,25,sometimes i get good food and ok service.
1349391,71,1349391:0,,367,SERVICE#GENERAL,33,neutral,service,40,sometimes i get good food and ok service.
1349391,71,1349391:1,,368,FOOD#QUALITY,20,negative,food,24,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1349391,71,1349391:1,,368,SERVICE#GENERAL,33,negative,service,40,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1349391,71,1349391:1,,368,SERVICE#GENERAL,76,negative,service,83,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1349391,71,1349391:1,,368,FOOD#QUALITY,63,positive,good,67,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
1349391,71,1349391:2,,369,RESTAURANT#GENERAL,0,negative,NULL,0,it is not consistent.
1349391,71,1349391:3,,370,,,,,,really depends on your luck!
1352948,72,1352948:0,,371,FOOD#STYLE_OPTIONS,42,positive,dishes,48,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1352948,72,1352948:0,,371,DRINKS#STYLE_OPTIONS,53,positive,wine,57,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1352948,72,1352948:0,,371,SERVICE#GENERAL,0,positive,NULL,0,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1352948,72,1352948:0,,371,AMBIENCE#GENERAL,91,positive,atmosphere,101,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
1352948,72,1352948:1,,372,RESTAURANT#GENERAL,15,positive,Patis,20,And where does Patis go wrong; no where.
1352948,72,1352948:2,,373,FOOD#STYLE_OPTIONS,0,positive,NULL,0,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
1352948,72,1352948:2,,373,FOOD#QUALITY,0,positive,NULL,0,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff."
1352948,72,1352948:3,,374,RESTAURANT#GENERAL,29,positive,Pastis,35,And evaluated on those terms Pastis is simply wonderful.
1353599,73,1353599:0,,375,FOOD#QUALITY,64,positive,pizza,69,Right off the L in Brooklyn this is a nice cozy place with good pizza.
1353599,73,1353599:0,,375,AMBIENCE#GENERAL,48,positive,place,53,Right off the L in Brooklyn this is a nice cozy place with good pizza.
1353599,73,1353599:1,,376,FOOD#QUALITY,76,negative,raddichio,85,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
1353599,73,1353599:1,,376,FOOD#QUALITY,0,positive,NULL,0,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).
1353599,73,1353599:2,,377,FOOD#QUALITY,18,positive,mushroom pizza,32,My friend got the mushroom pizza which tasted better.
1353599,73,1353599:3,,378,DRINKS#QUALITY,4,positive,sangria,11,The sangria was pretty tasty and good on a hot muggy day.
1353599,73,1353599:4,,379,RESTAURANT#MISCELLANEOUS,16,neutral,place,21,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.
1353599,73,1353599:5,,380,RESTAURANT#GENERAL,0,positive,NULL,0,Overall I would recommend it and go back again.
1353599,73,1353599:6,,381,,,,,,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!)
1357554,74,1357554:0,,382,DRINKS#STYLE_OPTIONS,21,positive,Bombay beer,32,I started out with a Bombay beer which was big enough for two.
1357554,74,1357554:1,,383,,,,,,For dinner I had the chicken tikka-masala and some garlic naan.
1357554,74,1357554:2,,384,FOOD#QUALITY,0,positive,NULL,0,MMmmm... it was delicious.
1357554,74,1357554:3,,385,SERVICE#GENERAL,0,negative,Service,7,"Service was slow, but the people were friendly."
1357554,74,1357554:3,,385,SERVICE#GENERAL,26,positive,people,32,"Service was slow, but the people were friendly."
1357554,74,1357554:4,,386,AMBIENCE#GENERAL,12,positive,place,17,It's a nice place to relax and have conversation.
1357554,74,1357554:5,,387,RESTAURANT#GENERAL,0,positive,NULL,0,I can't wait to go back.
1367358,75,1367358:0,,388,,,,,,We have lived in Chelsea for two years and have never noticed this restaurant.
1367358,75,1367358:1,,389,FOOD#QUALITY,4,positive,food,8,The food is authentic Italian - delicious!
1367358,75,1367358:2,,390,FOOD#QUALITY,0,positive,Pizza,5,"Pizza is terrific, as is homemade pasta."
1367358,75,1367358:2,,390,FOOD#QUALITY,25,positive,homemade pasta,39,"Pizza is terrific, as is homemade pasta."
1367358,75,1367358:3,,391,AMBIENCE#GENERAL,0,positive,Ambience,8,"Ambience is delightful, service impeccable."
1367358,75,1367358:3,,391,SERVICE#GENERAL,24,positive,service,31,"Ambience is delightful, service impeccable."
1380450,76,1380450:0,,392,FOOD#QUALITY,42,negative,food,46,I'm still mad that i had to pay for lousy food.
1380450,76,1380450:1,,393,FOOD#QUALITY,4,negative,hanger steak,16,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
1380450,76,1380450:1,,393,FOOD#QUALITY,41,negative,tuna,45,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.
1380450,76,1380450:2,,394,SERVICE#GENERAL,0,negative,Service,7,Service was also horrible and the ambience is not that great.
1380450,76,1380450:2,,394,AMBIENCE#GENERAL,34,negative,ambience,42,Service was also horrible and the ambience is not that great.
1380450,76,1380450:3,,395,RESTAURANT#MISCELLANEOUS,0,negative,NULL,0,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
1387314,77,1387314:0,,396,RESTAURANT#GENERAL,63,positive,place,68,I go and eat out at many different restaurants and this is one place you have go and try.
1387314,77,1387314:1,,397,FOOD#QUALITY,68,positive,food,72,This is my first time writing a review for a restaurant because the food and service was excellent.
1387314,77,1387314:1,,397,SERVICE#GENERAL,77,positive,service,84,This is my first time writing a review for a restaurant because the food and service was excellent.
1387314,77,1387314:2,,398,FOOD#QUALITY,4,positive,filet mignon dish,21,The filet mignon dish was superb!
1387314,77,1387314:3,,399,RESTAURANT#GENERAL,0,positive,NULL,0,I would defiantly come back here again as one of my top choices.
1387314,77,1387314:4,,400,RESTAURANT#GENERAL,18,positive,restaurant,28,It's a small cute restaurant.
1390357,78,1390357:0,,401,RESTAURANT#GENERAL,23,positive,place,28,I absolutely love this place!!!
1390357,78,1390357:1,,402,,,,,,"From the street it looks very hidden, and is actually an old warehouse."
1390357,78,1390357:2,,403,AMBIENCE#GENERAL,11,positive,ambience,19,"I like the ambience, it's very dark and original."
1390357,78,1390357:3,,404,,,,,,I came here for my friend's birthday and keep coming back ever since.
1390357,78,1390357:4,,405,FOOD#QUALITY,4,positive,sushi,9,The sushi is amazing!!!
1390357,78,1390357:5,,406,FOOD#PRICES,0,positive,NULL,0,And amazingly cheap.
1390357,78,1390357:6,,407,RESTAURANT#GENERAL,0,positive,NULL,0,Big thumbs up!
1394712,79,1394712:0,,408,AMBIENCE#GENERAL,30,positive,ambient,37,Very affordable and excellent ambient!
1394712,79,1394712:0,,408,RESTAURANT#PRICES,0,positive,NULL,0,Very affordable and excellent ambient!
1394712,79,1394712:1,,409,FOOD#QUALITY,16,negative,beef and noodle soup dishes,43,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.
1394712,79,1394712:2,,410,FOOD#QUALITY,0,negative,NULL,0,We were very disappointed.
1394712,79,1394712:3,,411,FOOD#QUALITY,43,negative,meal,47,We won't go to this place again for a good meal.
1394712,79,1394712:4,,412,AMBIENCE#GENERAL,22,positive,place,27,"However, I think this place is a good hang out spot."
1394712,79,1394712:5,,413,,,,,,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks."
1395421,80,1395421:0,,414,RESTAURANT#GENERAL,47,positive,place,52,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!
1395421,80,1395421:1,,415,FOOD#QUALITY,4,positive,Pizza,9,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
1395421,80,1395421:1,,415,DRINKS#QUALITY,14,positive,wine,18,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
1395421,80,1395421:1,,415,SERVICE#GENERAL,38,positive,service,45,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
1395421,80,1395421:1,,415,AMBIENCE#GENERAL,91,positive,backyard dining area,111,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
1395421,80,1395421:2,,416,AMBIENCE#GENERAL,21,positive,outdoor restaurants,40,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
1395421,80,1395421:3,,417,RESTAURANT#MISCELLANEOUS,0,positive,NULL,0,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
1395421,80,1395421:4,,418,RESTAURANT#GENERAL,11,positive,place,16,Check this place out!
1395421,80,1395421:5,,419,RESTAURANT#GENERAL,0,positive,NULL,0,HIGHLY RECOMMENDED!!!!!
1398844,81,1398844:0,,420,AMBIENCE#GENERAL,19,negative,place,24,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
1398844,81,1398844:1,,421,AMBIENCE#GENERAL,0,negative,NULL,0,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
1398844,81,1398844:2,,422,AMBIENCE#GENERAL,4,negative,tables,10,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1398844,81,1398844:2,,422,FOOD#STYLE_OPTIONS,42,neutral,menu,46,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1398844,81,1398844:2,,422,DRINKS#PRICES,93,negative,wine list,102,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1398844,81,1398844:3,,423,DRINKS#QUALITY,23,negative,wines,28,Slightly above average wines start at $70+ with only one selection listed at $30+.
1398844,81,1398844:3,,423,DRINKS#PRICES,23,negative,wines,28,Slightly above average wines start at $70+ with only one selection listed at $30+.
1398844,81,1398844:4,,424,SERVICE#GENERAL,0,negative,Service,7,Service is not what one would expect from a joint in this price category.
1398844,81,1398844:5,,425,SERVICE#GENERAL,0,negative,NULL,0,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc...."
1398844,81,1398844:6,,426,SERVICE#GENERAL,88,negative,service,95,Somehow working the italian charm with constant mille grazie does not constitute proper service.
1398844,81,1398844:7,,427,FOOD#QUALITY,57,positive,food,61,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
1398844,81,1398844:7,,427,RESTAURANT#GENERAL,143,negative,Teodora,150,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
1404042,82,1404042:0,,428,,,,,,"To celebrate a birthday, three of us went to Mare anticipating great food."
1404042,82,1404042:1,,429,FOOD#QUALITY,15,negative,meals,20,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
1404042,82,1404042:1,,429,FOOD#QUALITY,63,negative,rosemary or orange flavoring,91,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.
1404042,82,1404042:2,,430,FOOD#QUALITY,0,negative,Fish,4,Fish was overdone.
1404042,82,1404042:3,,431,SERVICE#GENERAL,17,positive,wait staff,27,"Cute place, nice wait staff but would never go there again."
1404042,82,1404042:3,,431,AMBIENCE#GENERAL,5,positive,place,10,"Cute place, nice wait staff but would never go there again."
1404042,82,1404042:3,,431,RESTAURANT#GENERAL,5,negative,place,10,"Cute place, nice wait staff but would never go there again."
1404042,82,1404042:4,,432,FOOD#QUALITY,29,negative,dessert,36,Someone else recommended the dessert - we also left that.
1404042,82,1404042:5,,433,DRINKS#QUALITY,29,positive,expresso,37,One of us actually liked the expresso - that's it.
1404042,82,1404042:6,,434,RESTAURANT#GENERAL,10,negative,restaurant,20,"Skip this restaurant, it's a big disappointment."
1410878,83,1410878:0,,435,RESTAURANT#GENERAL,0,positive,Myagi,5,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.
1410878,83,1410878:1,,436,SERVICE#GENERAL,19,positive,service,26,I've never had bad service and the fish is fresh and delicious.
1410878,83,1410878:1,,436,FOOD#QUALITY,35,positive,fish,39,I've never had bad service and the fish is fresh and delicious.
1410878,83,1410878:2,,437,FOOD#QUALITY,6,positive,tuna tartar appetizer,27,Their tuna tartar appetizer is to die for.
1413697,84,1413697:0,,438,FOOD#QUALITY,80,positive,pizza,85,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
1413697,84,1413697:1,,439,FOOD#QUALITY,0,positive,NULL,0,It is simply amazing.
1413697,84,1413697:2,,440,SERVICE#GENERAL,29,positive,service,36,The place is so cool and the service is prompt and curtious.
1413697,84,1413697:2,,440,AMBIENCE#GENERAL,4,positive,place,9,The place is so cool and the service is prompt and curtious.
1413697,84,1413697:3,,441,RESTAURANT#GENERAL,42,positive,place,47,I highly recommend to anyone to give this place a try.
1413697,84,1413697:4,,442,RESTAURANT#GENERAL,0,positive,NULL,0,You will find yourself returning quite often.
1413697,84,1413697:5,,443,,,,,,P.S. Please don't tell anyone in my family i eat there.
1413697,84,1413697:6,,444,,,,,,LOL
1417496,85,1417496:0,,445,FOOD#QUALITY,64,positive,food,68,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
1417496,85,1417496:0,,445,SERVICE#GENERAL,80,positive,service,87,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
1417496,85,1417496:0,,445,AMBIENCE#GENERAL,102,positive,atmosphere,112,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.
1417496,85,1417496:1,,446,FOOD#QUALITY,24,positive,food,28,No gimmicks here -- the food speaks for itself in its freshness and preparation.
1417496,85,1417496:2,,447,AMBIENCE#GENERAL,4,positive,dining room,15,The dining room is quietly elegant with no music to shout over -- how refreshing!
1417496,85,1417496:3,,448,SERVICE#GENERAL,4,positive,service,11,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
1417496,85,1417496:3,,448,SERVICE#GENERAL,50,positive,staff,55,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
1417496,85,1417496:4,,449,FOOD#QUALITY,65,positive,meal,69,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
1417496,85,1417496:4,,449,AMBIENCE#GENERAL,80,positive,restaurant,90,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
1417496,85,1417496:5,,450,RESTAURANT#GENERAL,0,positive,NULL,0,Beautiful experience.
1430994,86,1430994:0,,451,LOCATION#GENERAL,4,positive,view,8,The view is breathtaking the service is top notch... the ambiance is wonderfull.
1430994,86,1430994:0,,451,SERVICE#GENERAL,29,positive,service,36,The view is breathtaking the service is top notch... the ambiance is wonderfull.
1430994,86,1430994:0,,451,AMBIENCE#GENERAL,57,positive,ambiance,65,The view is breathtaking the service is top notch... the ambiance is wonderfull.
1430994,86,1430994:1,,452,SERVICE#GENERAL,4,positive,staff,9,The staff offers impeccable service.
1430994,86,1430994:2,,453,FOOD#QUALITY,6,positive,Lobster Bisque,20,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.
1430994,86,1430994:3,,454,FOOD#QUALITY,21,positive,New England Chowder,40,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
1430994,86,1430994:3,,454,FOOD#QUALITY,92,positive,Lobster Bisque,106,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.
1430994,86,1430994:4,,455,,,,,,I had Filet Mignon with garlic mash.
1430994,86,1430994:5,,456,FOOD#QUALITY,0,positive,NULL,0,It was divine melts in your mouth.
1430994,86,1430994:6,,457,FOOD#QUALITY,17,positive,Prime Rib,26,My boyfriend had Prime Rib it was good .
1430994,86,1430994:7,,458,DRINKS#STYLE_OPTIONS,69,positive,bottles of Korbett,87,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.
1430994,86,1430994:8,,459,,,,,,We had Lava Cake... we ordered when our food came it takes at least a 1/2 to make it.
1430994,86,1430994:9,,460,FOOD#QUALITY,0,positive,NULL,0,It's cuz it's so good you need to taste it!!!
1430994,86,1430994:10,,461,RESTAURANT#GENERAL,0,positive,NULL,0,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!
1431154,87,1431154:0,,462,FOOD#QUALITY,91,positive,food,95,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
1431154,87,1431154:1,,463,FOOD#QUALITY,31,positive,chicken vindaloo,47,If you like spicy food get the chicken vindaloo.
1431154,87,1431154:2,,464,FOOD#QUALITY,0,positive,NULL,0,It's very spicy but not offensive.
1431154,87,1431154:3,,465,RESTAURANT#GENERAL,0,positive,NULL,0,We will definitely go back.
1432551,88,1432551:0,,466,SERVICE#GENERAL,27,positive,service,34,Go to Volare for 1st class service and terrific food.
1432551,88,1432551:0,,466,FOOD#QUALITY,48,positive,food,52,Go to Volare for 1st class service and terrific food.
1432551,88,1432551:1,,467,FOOD#STYLE_OPTIONS,4,positive,portions,12,The portions are large and the servers always surprise us with a different starter.
1432551,88,1432551:2,,468,DRINKS#STYLE_OPTIONS,4,positive,wine list,13,The wine list is excellent.
1439875,89,1439875:0,,469,FOOD#QUALITY,4,positive,food,8,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
1439875,89,1439875:0,,469,DRINKS#STYLE_OPTIONS,131,positive,selection of wines,149,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
1439875,89,1439875:0,,469,FOOD#QUALITY,49,positive,Chef's tasting menu,68,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.
1439875,89,1439875:1,,470,SERVICE#GENERAL,75,positive,service,82,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1439875,89,1439875:1,,470,AMBIENCE#GENERAL,4,negative,place,9,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1439875,89,1439875:1,,470,RESTAURANT#MISCELLANEOUS,4,positive,place,9,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1439875,89,1439875:2,,471,,,,,,People dress in suits or evening gowns as well as shirts jeans.
1439875,89,1439875:3,,472,FOOD#PRICES,4,negative,food,8,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1439875,89,1439875:3,,472,FOOD#QUALITY,32,positive,prixe fixe tasting menu,55,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1439875,89,1439875:3,,472,FOOD#PRICES,32,positive,prixe fixe tasting menu,55,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1439875,89,1439875:3,,472,SERVICE#GENERAL,0,positive,NULL,0,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.
1439875,89,1439875:4,,473,,,,,,"Recommendations, of course, are required!"
1439875,89,1439875:5,,474,RESTAURANT#MISCELLANEOUS,0,neutral,NULL,0,Please be aware that it's CASH or AMEX only!
1448587,90,1448587:0,,475,FOOD#QUALITY,104,neutral,food,108,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
1448587,90,1448587:0,,475,FOOD#QUALITY,26,negative,lemon salad,37,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
1448587,90,1448587:1,,476,FOOD#STYLE_OPTIONS,4,negative,menu,8,The menu is very limited - i think we counted 4 or 5 entrees.
1448587,90,1448587:2,,477,FOOD#QUALITY,24,negative,grilled branzino,40,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
1448587,90,1448587:3,,478,AMBIENCE#GENERAL,4,neutral,decor,9,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse."
1448587,90,1448587:4,,479,RESTAURANT#GENERAL,22,negative,Prune,27,Problem is nothing at Prune is particularly memorable.
1448587,90,1448587:5,,480,RESTAURANT#GENERAL,0,negative,NULL,0,No plans to return anytime soon.
1451107,91,1451107:0,,481,AMBIENCE#GENERAL,5,positive,place,10,This place is so much fun.
1451107,91,1451107:1,,482,AMBIENCE#GENERAL,42,positive,entertainment,55,Our family never expected such incredible entertainment in a restaurant.
1451107,91,1451107:2,,483,,,,,,This place must have cost the owners afortune to build.
1451107,91,1451107:3,TRUE,484,,,,,,I think the stuff was better than Disney.
1451107,91,1451107:4,,485,FOOD#QUALITY,4,positive,food,8,Our food was great too!
1451107,91,1451107:5,,486,FOOD#STYLE_OPTIONS,17,positive,portions,25,And really large portions.
1451107,91,1451107:6,,487,SERVICE#GENERAL,4,positive,staff,9,The staff was the friendliest that have seen in New York.
1451107,91,1451107:7,,488,RESTAURANT#GENERAL,0,positive,NULL,0,We will go back every time we are in the City.
1451109,92,1451109:0,,489,RESTAURANT#GENERAL,48,positive,Jekyll and Hyde,63,If you want something really different than try Jekyll and Hyde.
1451109,92,1451109:1,,490,AMBIENCE#GENERAL,0,positive,NULL,0,It is a lot of fun with live entertainment and all kinds of Disney type special effects.
1451109,92,1451109:2,,491,FOOD#QUALITY,4,positive,food,8,The food was pretty tradional but it was hot and good with large portions.
1451109,92,1451109:2,,491,FOOD#STYLE_OPTIONS,65,positive,portions,73,The food was pretty tradional but it was hot and good with large portions.
1451109,92,1451109:3,,492,RESTAURANT#GENERAL,0,positive,NULL,0,I highly recommend it.
1451109,92,1451109:4,NULL,493,,,,,,I am going to the mid town location next.
1457607,93,1457607:0,,494,AMBIENCE#GENERAL,4,positive,place,9,The place is a lot of fun.
1457607,93,1457607:1,,495,RESTAURANT#GENERAL,0,positive,NULL,0,My six year old loved it.
1457607,93,1457607:2,,496,AMBIENCE#GENERAL,4,positive,characters,14,The characters really make for an enjoyable experience.
1457607,93,1457607:3,,497,FOOD#QUALITY,4,negative,food,8,"The food however, is what one might expect."
1457607,93,1457607:4,,498,FOOD#QUALITY,0,negative,NULL,0,It is very overpriced and not very tasty.
1457607,93,1457607:4,,498,FOOD#PRICES,0,negative,NULL,0,It is very overpriced and not very tasty.
1457607,93,1457607:5,,499,RESTAURANT#GENERAL,17,positive,Jeckll and Hydes,33,"However, I think Jeckll and Hydes t is one of those places that is fun to do once."
1457607,93,1457607:6,,500,RESTAURANT#GENERAL,0,positive,NULL,0,We had a good time.
1459569,94,1459569:0,,501,SERVICE#GENERAL,0,negative,NULL,0,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
1459569,94,1459569:1,,502,SERVICE#GENERAL,0,negative,Service,7,Service was slow had to wait to order and get food although not crowded.
1459569,94,1459569:2,,503,DRINKS#PRICES,0,negative,Drinks,6,Drinks way over priced.
1459569,94,1459569:3,,504,FOOD#QUALITY,0,neutral,Food,4,Food was good not great not worth the wait or another visit
1459569,94,1459569:3,,504,RESTAURANT#GENERAL,0,negative,NULL,0,Food was good not great not worth the wait or another visit
1460715,95,1460715:0,,505,FOOD#QUALITY,6,positive,pizza,11,Great pizza for lunch place.
1460715,95,1460715:1,,506,SERVICE#GENERAL,0,positive,Service,7,Service was quick.
1460715,95,1460715:2,,507,FOOD#QUALITY,4,positive,pizza,9,The pizza was great.
1460715,95,1460715:3,,508,SERVICE#GENERAL,0,positive,NULL,0,And it was quick which is very important.
1460715,95,1460715:4,,509,,,,,,Have the iced tea.
1460715,95,1460715:5,,510,DRINKS#QUALITY,0,positive,NULL,0,It was wonderful.
1470286,96,1470286:0,,511,FOOD#QUALITY,63,positive,fish,67,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
1470286,96,1470286:0,,511,SERVICE#GENERAL,78,positive,service,85,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
1470286,96,1470286:1,,512,SERVICE#GENERAL,0,positive,Delivery,8,Delivery is fast too.
1470286,96,1470286:2,,513,SERVICE#GENERAL,15,positive,service,22,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
1470286,96,1470286:2,,513,SERVICE#GENERAL,29,positive,seating,36,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
1470286,96,1470286:2,,513,SERVICE#GENERAL,43,positive,Delivery,51,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
1470286,96,1470286:2,,513,FOOD#QUALITY,63,positive,sushi,68,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
